Gene,GeneStableID,MGI_ID,UniProtID,GeneName,Category1,Subcategory,Comments,UniProt_function,PANTHER_ProteinClass,GO_CellularComponent,GO_MolecularFunction,KEGG_CytoChemoReceptor,TFdb_TranscrFact,PRRs_and_Effectors
Pld4,ENSMUSG00000052160,2144765,Q8BG07,5'-3' exonuclease PLD4,intracellSignaling,,other enzyme,"5'->3' DNA exonuclease which digests single-stranded DNA (ssDNA) (PubMed:30111894). Regulates inflammatory cytokine responses via the degradation of nucleic acids, by reducing the concentration of ssDNA able to stimulate TLR9, a nucleotide-sensing receptor ",phospholipase(PC00186),"nucleus,cytoplasm,membrane,Golgi apparatus,endoplasmic reticulum,endoplasmic reticulum membrane,cytoplasmic vesicle,endosome,early endosome,intracellular organelle,organelle membrane,phagocytic vesicle,trans-Golgi network membrane","catalytic activity,protein binding,hydrolase activity,nuclease activity,exonuclease activity,phospholipase D activity,single-stranded DNA 5'-3' exodeoxyribonuclease activity",NA,NA,NA
Polr3a,ENSMUSG00000025280,2681836,B2RXC6,DNA-directed RNA polymerase subunit,intracellSignaling,,other enzyme,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.,DNA-directed RNA polymerase(PC00019),"nucleus,nucleoplasm,nuclear lumen,DNA-directed RNA polymerase complex,RNA polymerase III complex","DNA binding,DNA-directed 5'-3' RNA polymerase activity,chromatin binding,transferase activity,nucleotidyltransferase activity",NA,NA,NA
Ppia,ENSMUSG00000071866,97749,P17742,Peptidyl-prolyl cis-trans isomerase A,intracellSignaling,,other enzyme,"Catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (PubMed:24429998). Exerts a strong chemotactic effect on leukocytes partly through activation of one of its membrane receptors BSG/CD147, initiating a signaling cascade that culminates in MAPK/ERK activation (By similarity). Activates endothelial cells (ECs) in a pro-inflammatory manner by stimulating activation of NF-kappa-B and ERK, JNK and p38 MAP-kinases and by inducing expression of adhesion molecules including SELE and VCAM1 (By similarity). Induces apoptosis in ECs by promoting the FOXO1-dependent expression of CCL2 and BCL2L11 which are involved in EC chemotaxis and apoptosis (By similarity). In response to oxidative stress, initiates proapoptotic and antiapoptotic signaling in ECs via activation of NF-kappa-B and AKT1 and up-regulation of antiapoptotic protein BCL2 (By similarity).",chaperone(PC00072),"nucleus,cytoplasm,extracellular space,protein-containing complex,cytosol,extracellular region,intracellular membrane-bounded organelle,myelin sheath","peptidyl-prolyl cis-trans isomerase activity,protein binding,isomerase activity,cyclosporin A binding,integrin binding,heparan sulfate binding",NA,NA,NA
Ppp3ca,ENSMUSG00000028161,107164,P63328,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,intracellSignaling,,other enzyme,"Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intracellular Ca2+-mediated signals. … Required for antigen-specific T-cell proliferation response.",protein phosphatase(PC00195),"mitochondrion,nucleus,synapse,cytosol,cytoplasm,nucleoplasm,membrane,plasma membrane,cell projection,glutamatergic synapse,protein-containing complex,sarcolemma,Schaffer collateral - CA1 synapse,Z disc,dendritic spine,cytoplasmic side of plasma membrane,protein serine/threonine phosphatase complex,slit diaphragm,calcineurin complex","hydrolase activity,calmodulin-dependent protein phosphatase activity,protein binding,protein-containing complex binding,metal ion binding,phosphoprotein phosphatase activity,calmodulin binding,protein serine/threonine phosphatase activity,myosin phosphatase activity,ATPase binding,calcium-dependent protein serine/threonine phosphatase activity,enzyme binding,protein dimerization activity,cyclosporin A binding,molecular function activator activity",NA,NA,NA
Ppp3cb,ENSMUSG00000021816,107163,P48453,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,intracellSignaling,,other enzyme,"Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intracellular Ca2+-mediated signals",protein phosphatase(PC00195),"synapse,cytoplasm,plasma membrane,protein-containing complex,cytosol,glutamatergic synapse,Z disc,protein serine/threonine phosphatase complex,T-tubule,calcineurin complex","hydrolase activity,calmodulin-dependent protein phosphatase activity,protein-containing complex binding,metal ion binding,phosphoprotein phosphatase activity,protein binding,calmodulin binding,calcium ion binding,protein serine/threonine phosphatase activity,myosin phosphatase activity,protein phosphatase 2B binding,calcium-dependent protein serine/threonine phosphatase activity,enzyme binding,protein dimerization activity",NA,NA,NA
Ppp3r1,ENSMUSG00000033953,107172,Q63810,Calcineurin subunit B type 1,intracellSignaling,,other enzyme,"Regulatory subunit of calcineurin, a calcium-dependent, calmodulin stimulated protein phosphatase. Confers calcium sensitivity.",NA,"cytoplasm,membrane,plasma membrane,cytosol,synapse,parallel fiber to Purkinje cell synapse,glutamatergic synapse,sarcolemma,postsynapse,Schaffer collateral - CA1 synapse,protein serine/threonine phosphatase complex,hippocampal mossy fiber to CA3 synapse,calcineurin complex","calcium ion binding,calcium-dependent protein serine/threonine phosphatase regulator activity,metal ion binding,protein binding,phosphoprotein phosphatase activity,phosphatase binding,protein domain specific binding,cyclosporin A binding",NA,NA,NA
Prdx1,ENSMUSG00000028691,99523,P35700,Peroxiredoxin-1,intracellSignaling,,other enzyme,"Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H2O2",peroxidase(PC00180),"mitochondrion,nucleus,nucleolus,cytosol,cytoplasm,mitochondrial matrix,euchromatin,myelin sheath,peroxisomal matrix","oxidoreductase activity,antioxidant activity,peroxiredoxin activity,protein binding,peroxidase activity,identical protein binding,heme binding,thioredoxin-dependent peroxiredoxin activity,thioredoxin peroxidase activity",NA,NA,NA
Prdx2,ENSMUSG00000005161,109486,Q61171,Peroxiredoxin-2,intracellSignaling,,other enzyme,"Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H2O2.",peroxidase(PC00180),"mitochondrion,cytosol,cytoplasm,myelin sheath","oxidoreductase activity,antioxidant activity,peroxiredoxin activity,protein binding,peroxidase activity,thioredoxin-dependent peroxiredoxin activity,selenium binding,thioredoxin peroxidase activity",NA,NA,NA
Pten,ENSMUSG00000013663,109583,O08586,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",intracellSignaling,,other enzyme,"Acts as a dual-specificity protein phosphatase, dephosphorylating tyrosine-, serine- and threonine-phosphorylated proteins. …",protein phosphatase(PC00195),"mitochondrion,nucleus,cytosol,cytoplasm,nucleoplasm,plasma membrane,synapse,apical plasma membrane,cell projection,neuron projection,postsynaptic density,PML body,dendritic spine,postsynaptic membrane,cytoplasmic side of plasma membrane,myelin sheath adaxonal region,Schmidt-Lanterman incisure,postsynaptic cytosol","phosphatase activity,phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity,inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity,phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity,protein binding,phosphatidylinositol phosphate phosphatase activity,hydrolase activity,phosphoprotein phosphatase activity,protein tyrosine phosphatase activity,molecular function inhibitor activity,identical protein binding,protein serine/threonine phosphatase activity,myosin phosphatase activity,PDZ domain binding,platelet-derived growth factor receptor binding,protein tyrosine kinase binding,enzyme binding,protein kinase binding,phosphatidylinositol-3-phosphatase activity,ionotropic glutamate receptor binding,anaphase-promoting complex binding,ubiquitin-specific protease binding",NA,NA,NA
Ptpn11,ENSMUSG00000043733,99511,P35235,Tyrosine-protein phosphatase non-receptor type 11,intracellSignaling,,other enzyme,Acts downstream of various receptor and cytoplasmic protein tyrosine kinases to participate in the signal transduction from the cell surface to the nucleus. …,protein phosphatase(PC00195),"mitochondrion,nucleus,cytosol,cytoplasm,protein-containing complex,plasma membrane,plasma membrane raft","phosphatase activity,protein tyrosine phosphatase activity,protein binding,hydrolase activity,phosphoprotein phosphatase activity,cell adhesion molecule binding,protein domain specific binding,phosphotyrosine residue binding,receptor tyrosine kinase binding,protein tyrosine kinase binding,insulin receptor binding,cadherin binding,signaling receptor complex adaptor activity,phospholipase binding,protein kinase binding,peptide hormone receptor binding,insulin receptor substrate binding,non-membrane spanning protein tyrosine phosphatase activity,D1 dopamine receptor binding",NA,NA,NA
Ptpn22,ENSMUSG00000027843,107170,P29352,Tyrosine-protein phosphatase non-receptor type 22,intracellSignaling,,other enzyme,"Acts as negative regulator of T-cell receptor (TCR) signaling by direct dephosphorylation of the Src family kinases LCK and FYN, ITAMs of the TCRz/CD3 complex, as well as ZAP70, VAV, VCP and other key signaling molecules (By similarity). Associates with and probably dephosphorylates CBL (By similarity). Dephosphorylates LCK at its activating 'Tyr-394' residue (By similarity). Dephosphorylates ZAP70 at its activating 'Tyr-492' residue (By similarity). Dephosphorylates the immune system activator SKAP2 (By similarity). Positively regulates toll-like receptor (TLR)-induced type 1 interferon production (PubMed:23871208). Promotes host antiviral responses mediated by type 1 interferon (PubMed:23871208). Regulates NOD2-induced pro-inflammatory cytokine secretion and autophagy (PubMed:23991106). Acts as an activator of NLRP3 inflammasome assembly by mediating dephosphorylation of 'Tyr-861' of NLRP3 (PubMed:27043286). ",NA,"nucleus,cytoplasm,perinuclear region of cytoplasm,cytoplasmic side of plasma membrane","phosphatase activity,protein tyrosine phosphatase activity,hydrolase activity,phosphoprotein phosphatase activity,protein binding,protein tyrosine kinase binding,ubiquitin protein ligase binding,SH3 domain binding,non-membrane spanning protein tyrosine phosphatase activity,kinase binding",NA,NA,NA
Ptpn6,ENSMUSG00000004266,96055,P29351,Tyrosine-protein phosphatase non-receptor type 6,intracellSignaling,,other enzyme,"Modulates signaling by tyrosine phosphorylated cell surface receptors such as KIT and the EGF receptor/EGFR. Enhances the inhibition of mast cell activation mediated by the Lilrb4a receptor (PubMed:10026201). The SH2 regions may interact with other cellular components to modulate its own phosphatase activity against interacting substrates. Together with MTUS1, induces UBE2V2 expression upon angiotensin II stimulation. Plays a key role in hematopoiesis.",protein phosphatase(PC00195),"nucleus,nucleolus,cytoplasm,nucleoplasm,alpha-beta T cell receptor complex,protein-containing complex,cell-cell junction,cytosol,apical dendrite","phosphatase activity,protein tyrosine phosphatase activity,protein binding,hydrolase activity,phosphoprotein phosphatase activity,protein kinase binding,natural killer cell lectin-like receptor binding,phosphotyrosine residue binding,transmembrane receptor protein tyrosine phosphatase activity,SH3 domain binding,cell adhesion molecule binding,phosphorylation-dependent protein binding,cytokine receptor binding,SH2 domain binding,non-membrane spanning protein tyrosine phosphatase activity",NA,NA,NA
Ptprc,ENSMUSG00000026395,97810,P06800,Receptor-type tyrosine-protein phosphatase C,intracellSignaling,,other enzyme,"Protein tyrosine-protein phosphatase required for T-cell activation through the antigen receptor. Acts as a positive regulator of T-cell coactivation upon binding to DPP4. The first PTPase domain has enzymatic activity, while the second one seems to affect the substrate specificity of the first one. Upon T-cell activation, recruits and dephosphorylates SKAP1 and FYN (By similarity).",protein phosphatase(PC00195),"membrane,external side of plasma membrane,cell periphery,plasma membrane,cell surface,membrane raft,focal adhesion,cytoplasmic side of plasma membrane,bleb,membrane microdomain","protein binding,phosphatase activity,protein tyrosine phosphatase activity,hydrolase activity,heparin binding,phosphoprotein phosphatase activity,protein kinase binding,spectrin binding,ankyrin binding,heparan sulfate proteoglycan binding,signaling receptor binding",NA,NA,NA
Ptprj,ENSMUSG00000025314,104574,Q64455,Receptor-type tyrosine-protein phosphatase eta,intracellSignaling,,other enzyme,"Tyrosine phosphatase which dephosphorylates or contributes to the dephosphorylation of CTNND1, FLT3, PDGFRB, MET, KDR, LYN, SRC, MAPK1, MAPK3, EGFR, TJP1, OCLN, PIK3R1 and PIK3R2 (By similarity). Plays a role in cell adhesion, migration, proliferation and differentiation (PubMed:18249142). Regulator of macrophage adhesion and spreading (PubMed:19268662). Negatively regulates T-cell receptor (TCR) signaling (By similarity).Upon T-cell TCR activation, it is up-regulated and excluded from the immunological synapses, while upon T-cell-antigen presenting cells (APC) disengagement, it is no longer excluded and can dephosphorylate PLCG1 and LAT to down-regulate prolongation of signaling (PubMed:12913111).",protein phosphatase(PC00195),"membrane,immunological synapse,plasma membrane,cell-cell junction,cell surface,cell projection,anchoring junction,ruffle membrane","protein binding,phosphatase activity,protein tyrosine phosphatase activity,hydrolase activity,phosphoprotein phosphatase activity,platelet-derived growth factor receptor binding,beta-catenin binding,protein kinase binding,gamma-catenin binding,cadherin binding,mitogen-activated protein kinase binding,delta-catenin binding",NA,NA,NA
