"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSTGUP00000032573","ENSTGUG00000011039","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A674HR37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032575","ENSTGUG00000004581","RPS17","ribosomal protein S17 [Source:NCBI gene (formerly Entrezgene);Acc:100190658]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032593","ENSTGUG00000007056","PPP3CB","protein phosphatase 3 catalytic subunit beta [Source:UniProtKB Gene Name;Acc:H0Z9N8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032600","ENSTGUG00000027041","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000032603","ENSTGUG00000008023","CARD11","caspase recruitment domain family member 11 [Source:UniProtKB Gene Name;Acc:A0A674HED5]","B cell differentiation; CD4-positive, alpha-beta T cell proliferation; T cell activation; T cell costimulation; immune system process; lymphocyte activation; thymic T cell selection","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000032629","ENSTGUG00000009847","MITF","melanocyte inducing transcription factor [Source:UniProtKB Gene Name;Acc:H0ZHV0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032639","ENSTGUG00000011709","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A674GCY0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032680","ENSTGUG00000003895","AP3B1","adaptor related protein complex 3 subunit beta 1 [Source:UniProtKB Gene Name;Acc:A0A674H107]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032683","ENSTGUG00000006911","XRCC4","X-ray repair cross complementing 4 [Source:UniProtKB Gene Name;Acc:H0Z963]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032695","ENSTGUG00000002312","TOP2A","DNA topoisomerase II alpha [Source:UniProtKB Gene Name;Acc:A0A674HCL9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032715","ENSTGUG00000011039","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A674HR37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032717","ENSTGUG00000024366","PUM1","pumilio RNA binding family member 1 [Source:UniProtKB Gene Name;Acc:A0A674HDM5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032765","ENSTGUG00000009575","SLIT2","slit guidance ligand 2 [Source:UniProtKB Gene Name;Acc:H0ZH52]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032768","ENSTGUG00000007907","CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:UniProtKB Gene Name;Acc:A0A674HEW5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032796","ENSTGUG00000025572","","","antigen processing and presentation; immune response","ZebraFinch","biomartGO"
"ENSTGUP00000032816","ENSTGUG00000006681","GSN","gelsolin [Source:UniProtKB Gene Name;Acc:A0A674HU69]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032819","ENSTGUG00000024471","ACKR4","atypical chemokine receptor 4 [Source:UniProtKB Gene Name;Acc:A0A674HDW6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032861","ENSTGUG00000008892","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A674GB80]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032866","ENSTGUG00000008892","DLG1","discs large MAGUK scaffold protein 1 [Source:UniProtKB Gene Name;Acc:A0A674GB80]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032908","ENSTGUG00000011078","RAB11FIP2","RAB11 family interacting protein 2 [Source:UniProtKB Gene Name;Acc:H0ZLE5]","TRAM-dependent toll-like receptor 4 signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000032921","ENSTGUG00000002658","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:UniProtKB Gene Name;Acc:A0A674HBA9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032935","ENSTGUG00000023888","NBL1","NBL1, DAN family BMP antagonist [Source:UniProtKB Gene Name;Acc:A0A674HD84]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032940","ENSTGUG00000004145","ATG7","autophagy related 7 [Source:UniProtKB Gene Name;Acc:A0A674GKL2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032952","ENSTGUG00000010709","GPAM","glycerol-3-phosphate acyltransferase, mitochondrial [Source:UniProtKB Gene Name;Acc:H0ZKD7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000032975","ENSTGUG00000000063","SPPL2B","signal peptide peptidase like 2B [Source:UniProtKB Gene Name;Acc:H0YP67]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033032","ENSTGUG00000019166","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033047","ENSTGUG00000005458","MYO1C","myosin IC [Source:UniProtKB Gene Name;Acc:A0A674HHE2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033056","ENSTGUG00000006905","SART3","spliceosome associated factor 3, U4/U6 recycling protein [Source:UniProtKB Gene Name;Acc:H0Z981]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033063","ENSTGUG00000004299","MLLT3","MLLT3 super elongation complex subunit [Source:UniProtKB Gene Name;Acc:H0Z1J7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033064","ENSTGUG00000012936","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:UniProtKB Gene Name;Acc:A0A674HTR2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033083","ENSTGUG00000004896","MFHAS1","multifunctional ROCO family signaling regulator 1 [Source:UniProtKB Gene Name;Acc:H0Z390]","innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033105","ENSTGUG00000010471","ADD1","adducin 1 [Source:UniProtKB Gene Name;Acc:A0A674HV67]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033106","ENSTGUG00000007748","SEC14L1","SEC14 like lipid binding 1 [Source:UniProtKB Gene Name;Acc:A0A674GAY2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033108","ENSTGUG00000029470","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033116","ENSTGUG00000004052","PLEC","plectin [Source:UniProtKB Gene Name;Acc:H0Z0W9]","T cell chemotaxis; leukocyte migration involved in immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033176","ENSTGUG00000011039","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A674HR37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033179","ENSTGUG00000028930","LAT2","linker for activation of T cells family member 2 [Source:UniProtKB Gene Name;Acc:A0A674HWB7]","B cell activation","ZebraFinch","biomartGO"
"ENSTGUP00000033181","ENSTGUG00000001090","ARMC6","armadillo repeat containing 6 [Source:UniProtKB Gene Name;Acc:H0YS61]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033187","ENSTGUG00000017488","MALT1","MALT1 paracaspase [Source:UniProtKB Gene Name;Acc:A0A674HC15]","B cell activation; T cell proliferation; T cell receptor signaling pathway; innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033192","ENSTGUG00000001899","PDE5A","phosphodiesterase 5A [Source:UniProtKB Gene Name;Acc:A0A674GWQ0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033198","ENSTGUG00000025572","","","antigen processing and presentation; immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033199","ENSTGUG00000025309","TRIL","TLR4 interactor with leucine rich repeats [Source:UniProtKB Gene Name;Acc:A0A674HG74]","toll-like receptor 4 signaling pathway","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033202","ENSTGUG00000019967","FBN1","fibrillin 1 [Source:UniProtKB Gene Name;Acc:A0A674HC31]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033240","ENSTGUG00000003336","NCOA6","nuclear receptor coactivator 6 [Source:UniProtKB Gene Name;Acc:A0A674GGK9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033247","ENSTGUG00000004145","ATG7","autophagy related 7 [Source:UniProtKB Gene Name;Acc:A0A674GKL2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033271","ENSTGUG00000023237","IFNG","interferon gamma [Source:UniProtKB Gene Name;Acc:A0A674HE98]","Fc-gamma receptor signaling pathway involved in phagocytosis; adaptive immune response; humoral immune response; immune response; macrophage activation; microglial cell activation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033281","ENSTGUG00000004159","CDC73","cell division cycle 73 [Source:UniProtKB Gene Name;Acc:A0A674GIB3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033296","ENSTGUG00000000422","SYK","spleen associated tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A674HBP8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033304","ENSTGUG00000025679","GPR55","G protein-coupled receptor 55 [Source:UniProtKB Gene Name;Acc:A0A674HGH6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033323","ENSTGUG00000006316","LMO4","LIM domain only 4 [Source:UniProtKB Gene Name;Acc:A0A674HFH9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033329","ENSTGUG00000010471","ADD1","adducin 1 [Source:UniProtKB Gene Name;Acc:A0A674HV67]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033349","ENSTGUG00000001899","PDE5A","phosphodiesterase 5A [Source:UniProtKB Gene Name;Acc:A0A674GWQ0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033350","ENSTGUG00000005334","TTBK1","tau tubulin kinase 1 [Source:UniProtKB Gene Name;Acc:A0A674HFC4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033352","ENSTGUG00000020643","ZBTB7B","zinc finger and BTB domain containing 7B [Source:UniProtKB Gene Name;Acc:A0A674HED8]","NK T cell differentiation","ZebraFinch","biomartGO"
"ENSTGUP00000033353","ENSTGUG00000029240","","","immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033366","ENSTGUG00000002529","PARK7","Parkinsonism associated deglycase [Source:NCBI gene (formerly Entrezgene);Acc:100190506]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033379","ENSTGUG00000008980","IMPDH2","inosine monophosphate dehydrogenase 2 [Source:UniProtKB Gene Name;Acc:A0A674HGP7]","lymphocyte proliferation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033392","ENSTGUG00000020323","SOCS6","suppressor of cytokine signaling 6 [Source:UniProtKB Gene Name;Acc:A0A674HJT7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033393","ENSTGUG00000002170","RIPK1","receptor interacting serine/threonine kinase 1 [Source:UniProtKB Gene Name;Acc:H0YVC2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033398","ENSTGUG00000002306","TSPAN6","tetraspanin 6 [Source:UniProtKB Gene Name;Acc:H0YVQ8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033454","ENSTGUG00000004946","MID2","midline 2 [Source:UniProtKB Gene Name;Acc:H0Z3H3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033461","ENSTGUG00000007879","GATA2","GATA binding protein 2 [Source:UniProtKB Gene Name;Acc:A0A674HES4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033463","ENSTGUG00000002705","DUSP10","dual specificity phosphatase 10 [Source:UniProtKB Gene Name;Acc:A0A674GAM6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033473","ENSTGUG00000026427","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033474","ENSTGUG00000005057","STK4","serine/threonine kinase 4 [Source:UniProtKB Gene Name;Acc:A0A674HGZ0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033481","ENSTGUG00000001897","ITGA9","integrin subunit alpha 9 [Source:UniProtKB Gene Name;Acc:A0A674HEU5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033484","ENSTGUG00000004543","PTPRZ1","protein tyrosine phosphatase receptor type Z1 [Source:UniProtKB Gene Name;Acc:H0Z2E7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033486","ENSTGUG00000010433","PLA2G6","phospholipase A2 group VI [Source:UniProtKB Gene Name;Acc:A0A674HEU9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033493","ENSTGUG00000005179","TMEM131L","transmembrane 131 like [Source:UniProtKB Gene Name;Acc:H0Z427]","immune response; toll-like receptor signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000033518","ENSTGUG00000001800","ALPK1","alpha kinase 1 [Source:UniProtKB Gene Name;Acc:A0A674HG11]","cytoplasmic pattern recognition receptor signaling pathway; innate immune response","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033548","ENSTGUG00000006914","IFIH1","interferon induced with helicase C domain 1 [Source:UniProtKB Gene Name;Acc:A0A674HG42]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033553","ENSTGUG00000003308","SKIC8","SKI8 subunit of superkiller complex [Source:NCBI gene (formerly Entrezgene);Acc:100189997]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033579","ENSTGUG00000002368","IL15","interleukin 15 [Source:UniProtKB Gene Name;Acc:H0YVW7]","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033594","ENSTGUG00000020469","","Fc receptor-like protein 4 [Source:NCBI gene;Acc:115498405]","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033596","ENSTGUG00000026427","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033611","ENSTGUG00000005697","FSHR","follicle stimulating hormone receptor [Source:UniProtKB Gene Name;Acc:H0Z5N8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033641","ENSTGUG00000005532","ABCB9","ATP binding cassette subfamily B member 9 [Source:UniProtKB Gene Name;Acc:H0Z574]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033647","ENSTGUG00000021950","TCF21","transcription factor 21 [Source:UniProtKB Gene Name;Acc:A0A674HDA1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033649","ENSTGUG00000003154","PLCL2","phospholipase C like 2 [Source:UniProtKB Gene Name;Acc:H0YY72]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033678","ENSTGUG00000002312","TOP2A","DNA topoisomerase II alpha [Source:UniProtKB Gene Name;Acc:A0A674HCL9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033683","ENSTGUG00000013507","CD247","CD247 molecule [Source:UniProtKB Gene Name;Acc:A0A674GA18]","T cell receptor signaling pathway; adaptive immune response; immune system process","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033690","ENSTGUG00000012373","TSHR","thyroid stimulating hormone receptor [Source:UniProtKB Gene Name;Acc:A0A674HGA2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033698","ENSTGUG00000024611","FOSL2","FOS like 2, AP-1 transcription factor subunit [Source:UniProtKB Gene Name;Acc:A0A674HGJ5]","B cell differentiation; NK T cell differentiation; T cell differentiation; T cell receptor signaling pathway; inflammatory response to antigenic stimulus; innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033699","ENSTGUG00000019883","","class II histocompatibility antigen, B-L beta chain-like [Source:NCBI gene;Acc:100221316]","antigen processing and presentation; immune response","ZebraFinch","biomartGO"
"ENSTGUP00000033709","ENSTGUG00000028676","EDN3","endothelin 3 [Source:UniProtKB Gene Name;Acc:A0A674HHR3]","neutrophil chemotaxis","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033713","ENSTGUG00000017447","CCND3","cyclin D3 [Source:UniProtKB Gene Name;Acc:A0A674HGL2]","T cell proliferation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033716","ENSTGUG00000012969","PICALM","phosphatidylinositol binding clathrin assembly protein [Source:UniProtKB Gene Name;Acc:H0ZRX2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033728","ENSTGUG00000028065","","","neutrophil chemotaxis","ZebraFinch","biomartGO"
"ENSTGUP00000033761","ENSTGUG00000003945","HK1","hexokinase 1 [Source:UniProtKB Gene Name;Acc:A0A674HFM3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033772","ENSTGUG00000022829","HMGB3","high mobility group box 3 [Source:UniProtKB Gene Name;Acc:A0A674HDL3]","immune system process; innate immune response","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033805","ENSTGUG00000024102","CYSLTR1","cysteinyl leukotriene receptor 1 [Source:UniProtKB Gene Name;Acc:A0A674GXK6]","inflammatory response to antigenic stimulus","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000033844","ENSTGUG00000009663","MYSM1","Myb like, SWIRM and MPN domains 1 [Source:UniProtKB Gene Name;Acc:A0A674HI37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033845","ENSTGUG00000023011","CMKLR1","chemerin chemokine-like receptor 1 [Source:UniProtKB Gene Name;Acc:A0A674GT25]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033863","ENSTGUG00000006081","ADAM10","ADAM metallopeptidase domain 10 [Source:UniProtKB Gene Name;Acc:H0Z6T0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033866","ENSTGUG00000024543","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000033871","ENSTGUG00000028843","EREG","epiregulin [Source:UniProtKB Gene Name;Acc:H0YTI3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033874","ENSTGUG00000012380","BACH2","BTB domain and CNC homolog 2 [Source:UniProtKB Gene Name;Acc:A0A674G808]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033878","ENSTGUG00000025671","RBFOX2","RNA binding fox-1 homolog 2 [Source:UniProtKB Gene Name;Acc:A0A674GQ24]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033897","ENSTGUG00000005297","SLC11A1","solute carrier family 11 member 1 [Source:UniProtKB Gene Name;Acc:A0A674GKG5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033904","ENSTGUG00000025164","MFAP5","microfibril associated protein 5 [Source:UniProtKB Gene Name;Acc:A0A674GEQ4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033907","ENSTGUG00000022880","STAT4","signal transducer and activator of transcription 4 [Source:UniProtKB Gene Name;Acc:A0A674HDW3]","T-helper 1 cell differentiation","ZebraFinch","biomartGO"
"ENSTGUP00000033959","ENSTGUG00000008690","SP3","Sp3 transcription factor [Source:UniProtKB Gene Name;Acc:H0ZEF3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000033976","ENSTGUG00000007491","NFKB2","nuclear factor kappa B subunit 2 [Source:UniProtKB Gene Name;Acc:H0ZB25]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034009","ENSTGUG00000019853","NRARP","NOTCH regulated ankyrin repeat protein [Source:UniProtKB Gene Name;Acc:A0A674HHF5]","T cell differentiation","ZebraFinch","biomartGO"
"ENSTGUP00000034023","ENSTGUG00000027702","","","immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000034062","ENSTGUG00000012711","BCL11B","BCL11 transcription factor B [Source:UniProtKB Gene Name;Acc:H0ZR40]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034070","ENSTGUG00000002289","PELI1","pellino E3 ubiquitin protein ligase 1 [Source:UniProtKB Gene Name;Acc:A0A674GQW8]","T cell activation; T cell proliferation","ZebraFinch","biomartGO"
"ENSTGUP00000034080","ENSTGUG00000025704","PDCD1LG2","programmed cell death 1 ligand 2 [Source:NCBI gene;Acc:100221605]","T cell costimulation; immune response","ZebraFinch","biomartGO"
"ENSTGUP00000034104","ENSTGUG00000020038","BNIP3L","BCL2 interacting protein 3 like [Source:UniProtKB Gene Name;Acc:H0Z1B1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034124","ENSTGUG00000006626","ABR","ABR activator of RhoGEF and GTPase [Source:UniProtKB Gene Name;Acc:A0A674HN06]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034129","ENSTGUG00000010339","SH3PXD2A","SH3 and PX domains 2A [Source:UniProtKB Gene Name;Acc:H0ZJA1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034148","ENSTGUG00000004946","MID2","midline 2 [Source:UniProtKB Gene Name;Acc:H0Z3H3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034153","ENSTGUG00000023011","CMKLR1","chemerin chemokine-like receptor 1 [Source:UniProtKB Gene Name;Acc:A0A674GT25]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000034157","ENSTGUG00000006063","","","T cell receptor signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000034158","ENSTGUG00000020723","SLC39A3","solute carrier family 39 member 3 [Source:UniProtKB Gene Name;Acc:A0A674HEH8]","T cell homeostasis","ZebraFinch","biomartGO; AvianImmunome"
